mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6
-64.9653,51.9921,114.8623,1.41,0,0,0.84,0,0.61
-72.0272,53.3806,116.1593,1.75,0.08,0,0.09,0,0.65
0.0198,0.0198,0.0381,1.26,0.85,0,0,0,0.82
0.0198,0.0198,0.0381,0.01,1.48,0,0,0,0.82
0.0198,0.0198,0.0381,0,0.34,1.76,0,0,0.65
0.0198,0.0198,0.0381,0,0,1.41,0.7,0,0.84
0.0198,0.0198,0.0381,0.49,0,0,1.7,0,0.32
0.0198,0.0198,0.0381,1.45,0,0,0.94,0,0.32
0.0198,0.0198,0.0381,1.75,0.14,0,0,0,0.67
0.0198,0.0198,0.0381,1.02,1.16,0,0,0,0.66
0.0198,0.0198,0.0381,0,1.66,0.1,0,0,0.53
0.0198,0.0198,0.0381,0,1.18,1.09,0,0,0.66
0.0198,0.0198,0.0381,0,0,1.71,0,0,0.83
0.0198,0.0198,0.0381,0,0,1.53,0.85,0,0.53
0.0198,0.0198,0.0381,0,0,0.58,1.73,0,0.16
0.0198,0.0198,0.0381,0.6,0,0,1.71,0,0.21
0.0198,0.0198,0.0381,1.57,0,0,0.75,0,0.57
0.0198,0.0198,0.0381,1,1.35,0,0,0,0.41
0.0198,0.0198,0.0381,0.08,1.71,0.01,0,0,0.48
0.0198,0.0198,0.0381,0,1.14,1.18,0,0,0.66
0.0198,0.0198,0.0381,0,0.14,1.98,0.01,0,0.4
-60.4822,45.684,116.083,0.79,0,0,1.57,0,0.44
0.0198,0.0198,0.0381,1.73,0,0,0.63,0,0.28
0.0198,0.0198,0.0381,1.84,0.48,0,0,0,0.12
0.0198,0.0198,0.0381,1.02,1.41,0,0,0,0.31
-70.3609,48.1834,115.6252,0,1.71,0.23,0,0,0.52
0.0198,0.0198,0.0381,0,1.04,1.49,0.01,0,0.41
-62.9816,48.8975,114.0993,0,0,1.5,1.1,0,0.3
0.0198,0.0198,0.0381,0.88,0,0,1.64,0.23,0.06
-71.0353,57.705,119.44,1.76,0.01,0,0.6,0.25,0.06
0.0198,0.0198,0.0381,1.81,0.63,0,0,0,0.18
-70.7179,45.7633,117.2274,0.88,1.5,0.03,0,0,0.5
0.0198,0.0198,0.0381,0,1.75,0.44,0.01,0,0.38
-62.9816,50.3258,113.1075,0,1.01,1.63,0.03,0,0.25
-65.4414,51.7144,115.1675,0.03,0,1.49,1.19,0,0.22
0.0198,0.0198,0.0381,0.06,0,1.45,1.32,0.14,0.12
-66.6316,43.7003,116.1593,0,0,0,0,0,0
-65.2033,46.8742,117.0748,0,0,0,0,0,0
-60.9979,48.9769,117.0748,0,0,0,0,0,0
-64.1718,53.579,117.3037,0,0,0,0,0,0
-67.306,48.3024,116.7697,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-64.0925,45.4459,116.0067,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-68.2979,51.0796,115.7015,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-63.418,43.3433,115.6252,0,0,0,0,0,0
-64.0925,45.7633,115.2438,0,0,0,0,0,0
-61.9898,53.4997,115.3964,0,0,0,0,0,0
-70.4005,48.6198,115.9304,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-68.2582,49.6117,114.6334,0,0,0,0,0,0
0.0198,0.0198,0.0381,1.09,0,0,1.42,0,0.19
0.0198,0.0198,0.0381,1.85,0.01,0,0,0,0.3
0.0198,0.0198,0.0381,1.62,0.83,0,0,0,0.21
-63.9734,51.7144,118.5245,0.63,1.66,0.01,0,0,0.28
0.0198,0.0198,0.0381,0,1.6,0.61,0,0,0.54
0.0198,0.0198,0.0381,0,0.71,1.67,0.01,0,0.6
0.0198,0.0198,0.0381,0,0,2.02,0.61,0,0.18
-69.25,45.684,118.3719,0.01,0,1.16,1.46,0.08,0.04
0.0198,0.0198,0.0381,0.08,0,0,1.9,0,0.22
0.0198,0.0198,0.0381,1.26,0.01,0,1.28,0,0.26
0.0198,0.0198,0.0381,1.9,0.03,0,0.01,0,0.12
0.0198,0.0198,0.0381,1.54,0.96,0.01,0,0,0.16
0.0198,0.0198,0.0381,0.52,1.7,0.03,0,0,0.41
-69.6071,50.2861,117.6089,0,1.55,0.89,0.01,0,0.44
-67.187,45.684,116.083,0.01,0,2.03,0.63,0.01,0.08
-62.6246,50.6432,120.8133,1.71,0.05,0,0.75,0.27,0.1
0.0198,0.0198,0.0381,1.02,1.48,0.05,0.01,0,0.32
0.0198,0.0198,0.0381,0.01,1.81,0.32,0.04,0,0.34
0.0198,0.0198,0.0381,0.01,1.2,1.5,0.06,0.05,0.13
-65.4414,45.0095,117.38,0.03,0.14,2.15,0.1,0.14,0.13
-64.4099,51.397,120.737,0.12,0.03,0.01,1.9,0.09,0.14
0.0198,0.0198,0.0381,1.79,0.08,0.03,0.52,0.44,0.16
-65.0843,51.0002,119.0585,0.06,0.01,2.15,0.3,0,0.16
0.0198,0.0198,0.0381,0.1,0.03,1.38,1.37,0,0.14
0.0198,0.0198,0.0381,0.16,0.05,0.16,1.93,0.32,0.14
-71.1147,52.0714,123.0259,1.07,0.06,0.01,1.46,0.54,0.16
0.0198,0.0198,0.0381,1.84,0.12,0.04,0.38,0.49,0.17
-66.5126,48.8975,122.1866,1.67,0.88,0.09,0.03,0.19,0.18
0.0198,0.0198,0.0381,0.66,1.71,0.17,0.04,0.16,0.17
-64.7669,47.5486,120.6607,0.01,1.71,0.85,0.09,0.17,0.17
-64.4099,50.7225,120.3555,0.05,0.8,1.92,0.16,0.08,0.19
0.0198,0.0198,0.0381,0.1,0.01,2.11,0.63,0,0.23
-66.8696,51.397,121.0422,0.18,0.03,1.29,1.48,0.23,0.18
-71.8288,51.397,124.6281,0.23,0.06,0.09,1.84,0.61,0.19
-63.418,45.4459,122.4918,1.53,1.06,0.18,0.03,0.19,0.22
-64.4495,46.4775,123.5599,0.45,1.77,0.23,0.08,0.22,0.22
-73.5744,49.2943,118.3719,1.8,0.04,0.01,0.45,0.44,0.12
0.0198,0.0198,0.0381,1.72,0.75,0.03,0.03,0.19,0.13
-61.6327,44.6921,116.1593,0.76,1.6,0.06,0.01,0.27,0.12
0.0198,0.0198,0.0381,0.03,1.73,0.65,0.03,0.26,0.12
0.0198,0.0198,0.0381,0.03,0.91,1.79,0.05,0.05,0.21
0.0198,0.0198,0.0381,0.04,0.01,2.14,0.41,0,0.14
-71.4717,49.6513,115.5489,0.05,0.01,1.45,1.26,0.4,0.12
0.0198,0.0198,0.0381,0.09,0.01,0.04,1.79,0.72,0.12
-68.6946,45.7633,117.9904,1.13,0.04,0.01,1.44,0.52,0.14
-61.9898,45.4459,118.0667,1.86,0.1,0.03,0.4,0.39,0.14
-60.9186,49.6513,118.677,1.6,0.85,0.05,0.01,0.53,0.14
-66.5919,55.285,118.677,0.6,1.7,0.09,0.03,0.41,0.18
-68.0201,55.6817,118.143,0.04,1.71,0.84,0.06,0.12,0.21
-69.369,50.0084,115.8541,0.03,0.93,1.8,0.12,0.13,0.19
-70.7973,45.0492,116.846,0.05,0,2.07,0.34,0.5,0.17
0.0198,0.0198,0.0381,0.09,0.01,1.29,1.31,0.7,0.19
-63.418,47.9057,119.2874,0.14,0.05,0.1,1.9,0.49,0.22
-64.8463,49.3339,121.0422,1.75,0.1,0.05,0.27,0.74,0.21
-68.4169,47.2313,121.3474,0,0,0,0,0,0
-67.306,42.2721,122.2629,0,0,0,0,0,0
-65.2033,41.9547,120.5081,0,0,0,0,0,0
-62.4262,51.8334,121.3474,0,0,0,0,0,0
-69.131,54.2931,121.5763,0,0,0,0,0,0
-67.306,39.8123,121.0422,0,0,0,0,0,0
-64.8463,44.7715,119.9741,0,0,0,0,0,0
-58.4985,48.9769,120.5844,0,0,0,0,0,0
-58.4985,51.754,120.5081,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-70.7973,55.6817,121.0422,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-66.949,42.2721,118.9059,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0.45,1.23,0,0,1.13
0.0198,0.0198,0.0381,0.49,0.69,0.21,0.06,0.13,1.66
-69.0517,45.684,112.4971,0.01,0.44,0.65,0.12,0.16,1.68
0.0198,0.0198,0.0381,0.06,0.01,1.18,0.31,0.17,1.42
0.0198,0.0198,0.0381,0,0,0,0,0,0
-67.6234,45.4459,117.9904,0,0,0,0,0,0
-61.236,41.5183,118.5245,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-65.4414,54.9279,117.8378,0,0,0,0,0,0
-70.7179,48.2231,117.7615,0,0,0,0,0,0
-72.4636,45.7633,118.3719,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-60.4822,47.866,117.2274,0,0,0,0,0,0
-64.7272,55.6023,118.5245,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0.03,0,0,0,0.04
0.0198,0.0198,0.0381,0,0.16,0.17,0,0,0.31
-71.7891,41.8357,112.1157,0,0,1.06,0.14,0,0.72
0.0198,0.0198,0.0381,0,0,1.11,0.79,0,0.85
0.0198,0.0198,0.0381,0,0,0,1.13,0,1.13
0.0198,0.0198,0.0381,0.7,0,0,0.97,0,1.15
-65.7588,54.1344,113.1838,1.41,0,0,0.56,0,0.85
0.0198,0.0198,0.0381,1.57,0.31,0,0,0,0.78
0.0198,0.0198,0.0381,0.82,0.89,0,0,0,1.06
0.0198,0.0198,0.0381,0,0,1.5,0.19,0,0.97
0.0198,0.0198,0.0381,1.01,0,0,1.23,0,0.52
0.0198,0.0198,0.0381,1.62,0,0,0.43,0,0.67
-69.6071,45.3269,111.2001,1.26,0.57,0,0,0,1.04
0.0198,0.0198,0.0381,0.39,1.14,0,0,0,1.11
0.0198,0.0198,0.0381,0,1.29,0.54,0,0,0.89
0.0198,0.0198,0.0381,0,0.71,1.31,0,0,0.89
-61.474,51.9921,108.9113,0,0,1.44,0.4,0,1.02
0.0198,0.0198,0.0381,0,0,0.74,1.33,0,0.69
0.0198,0.0198,0.0381,0.26,0,0,1.71,0,0.35
-69.25,53.4203,109.6742,0,0.38,1.49,0,0,0.97
0.0198,0.0198,0.0381,1.45,0,0,0.09,0,0.97
0.0198,0.0198,0.0381,0,0,1.09,0.76,0,1.02
0.0198,0.0198,0.0381,1.26,0,0,0.71,0,0.89
-68.5756,41.8357,111.3527,1.36,0.34,0,0,0,1.04
-62.2278,46.7552,113.2601,0.82,1.18,0,0,0,0.76
-57.6654,49.8894,113.3364,0,1.55,0.18,0,0,0.62
0.0198,0.0198,0.0381,0,0.83,1.07,0,0,1
0.0198,0.0198,0.0381,0,0,1.41,0.34,0,1.06
-70.6783,53.0632,113.3364,0,0,1.02,1.14,0,0.66
0.0198,0.0198,0.0381,0,0,0.21,1.66,0,0.49
0.0198,0.0198,0.0381,0.79,0,0,1.36,0,0.69
0.0198,0.0198,0.0381,1.57,0,0,0.4,0,0.8
-59.4507,54.1344,115.0149,1.51,0.75,0,0,0,0.54
0.0198,0.0198,0.0381,0.66,1.45,0,0,0,0.57
0.0198,0.0198,0.0381,0,1.24,0.39,0,0,1.04
0.0198,0.0198,0.0381,0,0.49,1.35,0,0,1.05
-68.1788,46.041,111.5053,0,0,1.75,0.52,0,0.56
-66.8299,40.0504,113.7942,0,0,1.13,1.26,0,0.36
-65.0446,46.4378,113.5653,0.13,0,0,1.66,0,0.53
0.0198,0.0198,0.0381,1.26,0,0,1.02,0,0.57
0.0198,0.0198,0.0381,0,0,1.8,0.58,0,0.34
0.0198,0.0198,0.0381,0,0,0.69,1.49,0,0.57
0.0198,0.0198,0.0381,0.56,0,0,1.62,0,0.43
0.0198,0.0198,0.0381,1.81,0.09,0,0,0,0.47
-72.4636,47.4693,115.7015,1.2,0.97,0,0,0,0.71
0.0198,0.0198,0.0381,0.08,1.68,0.01,0,0,0.5
-62.6246,42.9068,114.0993,0,1.26,1.23,0,0,0.28
-63.3387,48.2231,112.8023,0,0,1.9,0,0,0.5
-64.0528,57.348,113.1075,0,0,1.38,0.89,0,0.7
-67.187,54.5708,117.1511,0.01,0,0.18,1.75,0,0.34
-70.9163,45.1286,117.9141,0,0,0,0,0,0
-57.8241,46.5568,116.6934,0,0,0,0,0,0
-62.7832,52.1904,116.9223,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-63.1006,45.4459,115.9304,0,0,0,0,0,0
-57.467,48.9769,116.1593,0,0,0,0,0,0
-61.3153,49.7307,115.4726,0,0,0,0,0,0
-67.1473,53.4203,117.4563,0.49,0,0,1.66,0,0.36
0.0198,0.0198,0.0381,1.75,0.1,0,0,0,0.6
0.0198,0.0198,0.0381,0.97,1.09,0,0,0,0.76
-62.6246,49.6117,113.4127,0,1.19,1.11,0,0,0.54
0.0198,0.0198,0.0381,0.71,0,0,1.64,0,0.01
-67.5044,44.6525,117.5326,1.59,0,0,0.69,0,0.57
0.0198,0.0198,0.0381,1.62,0.48,0,0,0,0.76
-64.0528,46.7552,116.3119,0.88,1.4,0,0,0,0.48
0.0198,0.0198,0.0381,0,1.71,0.22,0,0,0.4
0.0198,0.0198,0.0381,0,1,1.29,0,0,0.65
0.0198,0.0198,0.0381,0,0,1.88,0.21,0,0.54
-74.963,50.6432,117.0748,0,0,1.35,1.23,0,0.13
-72.1462,47.866,115.1675,0,0,2.01,0.54,0,0.21
-66.1555,45.3666,116.2356,0,0,1.22,1.36,0,0.18
0.0198,0.0198,0.0381,0.12,0,0.01,1.8,0,0.39
-69.012,57.0306,119.2874,0,1.68,0.36,0,0,0.49
-70.0435,53.1426,116.083,0,0.93,1.48,0.01,0,0.58
-66.5126,46.4378,120.0504,0.04,0,0.08,1.9,0,0.22
-61.236,47.1916,119.5163,1.19,0.01,0,1.32,0,0.31
0.0198,0.0198,0.0381,1.9,0.04,0,0,0,0.09
-67.9408,53.1426,120.8896,1.54,0.94,0,0,0.1,0.08
-70.0435,55.6023,120.2792,0.58,1.68,0.03,0,0,0.36
0.0198,0.0198,0.0381,0,1.58,0.84,0.01,0,0.45
-70.0435,44.0177,118.3719,0,0.65,1.93,0.05,0,0.17
-64.7669,51.0796,122.1866,1.48,0.04,0,1.09,0.17,0.1
-70.4005,56.3561,122.8733,1.89,0.16,0.01,0.01,0.31,0.12
-71.4717,53.4997,122.2629,1.31,1.22,0.04,0.01,0,0.14
0.0198,0.0198,0.0381,0.03,1.8,0.1,0.03,0,0.4
0.0198,0.0198,0.0381,0,1.35,1.31,0.06,0,0.23
-66.5919,44.0177,117.6852,0.03,0.06,2.12,0.1,0,0.13
-60.9186,50.0084,117.38,0.05,0.01,1.79,0.91,0,0.25
0.0198,0.0198,0.0381,0.12,0.03,0.6,1.8,0,0.31
0.0198,0.0198,0.0381,0.75,0.05,0,1.73,0.26,0.14
-72.5826,55.285,124.1703,1.67,0.08,0.01,0.71,0.52,0.16
-70.1228,50.7225,122.5681,1.82,0.6,0.05,0.03,0.17,0.18
-69.4087,44.7715,122.2629,0.94,1.5,0.1,0.04,0,0.4
-67.6234,41.5183,121.5763,0,1.77,0.45,0.06,0,0.3
0.0198,0.0198,0.0381,0,0,0,0,0,0
-62.3072,43.7797,119.7452,0,0,0,0,0,0
-61.9104,49.8497,120.8133,0,0,0,0,0,0
-65.0843,44.4541,120.8133,0,0,0,0,0,0
0.0198,0.0198,0.0381,0.09,0,0.01,1.88,0,0.22
0.0198,0.0198,0.0381,1.54,0.93,0,0,0,0.13
-68.0201,54.6105,115.8541,0.03,0,0.89,1.64,0.14,0.06
-69.369,49.0959,122.6444,0,0,0,0,0,0
-71.1147,45.4856,122.1103,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-68.1788,51.9524,121.0422,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-72.0272,48.7388,120.6607,0,0,0,0,0,0
-66.7506,43.7797,118.9059,0,0,0,0,0,0
-61.4343,40.9628,118.8296,0,0,0,0,0,0
-63.2197,56.1578,119.6689,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,1.54,1.02,0.03,0.14,0.09
-61.6724,50.4051,115.0912,0.01,0.61,1.94,0.05,0,0.17
-70.837,53.9361,117.7615,0.06,0,0.91,1.64,0.26,0.06
-70.837,46.8742,119.44,0.5,0.03,0,1.79,0.39,0.08
-68.7343,41.2406,119.2111,1.59,0.05,0.01,0.91,0.16,0.1
-65.9571,46.1997,118.2193,1.86,0.36,0.04,0,0.08,0.1
-67.3854,53.2616,117.9904,0.01,1.19,1.46,0.06,0,0.26
-71.9875,52.5872,117.6852,0.04,0.12,2.11,0.14,0.01,0.21
-70.1625,50.7622,118.3719,0.08,0,1.57,1.16,0.21,0.09
-63.4577,47.985,120.5081,1.86,0.13,0.04,0.44,0.23,0.13
-59.649,50.4448,121.5,1.6,0.85,0.08,0,0.47,0.13
-62.7832,51.8334,121.1948,0.58,1.71,0.13,0.03,0.25,0.16
-69.8451,54.6899,120.2029,0.01,1.66,0.84,0.09,0,0.35
-70.9163,52.8649,119.2874,0.04,0.7,1.89,0.16,0.01,0.34
-68.4169,47.985,119.2874,0.08,0,2.03,0.75,0.14,0.14
-67.0283,41.9547,120.3555,0.12,0.03,0.96,1.54,0.41,0.16
-66.7109,43.7003,122.3392,0.39,0.06,0,1.88,0.3,0.17
-62.7832,47.628,123.4836,1.48,0.12,0.03,1.09,0.25,0.16
-59.649,50.7622,123.4836,1.85,0.23,0.06,0,0.44,0.14
-63.18,50.7622,123.8651,1.18,1.26,0.1,0.03,0.31,0.17
-70.9163,54.2931,123.2547,0.09,1.8,0.13,0.08,0,0.31
-69.8451,52.1904,121.5763,0.03,1.27,1.31,0.12,0.01,0.4
-69.1707,45.1286,120.9659,0.06,0.36,2.08,0.14,0.04,0.13
-67.7424,41.677,121.6526,0.09,0.01,1.7,0.96,0.36,0.13
-66.7109,45.1286,124.7044,0.12,0.05,0.49,1.81,0.3,0.13
-61.7517,46.9139,124.7807,0.87,0.09,0.01,1.63,0.18,0.12
-69.8451,50.8415,125.2384,0.01,1.71,0.53,0.09,0.01,0.39
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-71.5511,42.2721,118.6007,0,0,0,0,0,0
-67.6234,42.9465,115.4726,0,0,0,0,0,0
-61.6327,47.1916,116.1593,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0.01
0.0198,0.0198,0.0381,0.97,0,0,0.87,0,0.94
-69.012,53.8567,113.5653,1.54,0,0,0.36,0,0.78
0.0198,0.0198,0.0381,1.36,0.48,0,0,0,0.93
0.0198,0.0198,0.0381,0.45,0.97,0,0,0,1.22
-68.2979,40.8042,109.4453,0,0.98,0.74,0,0,1.06
0.0198,0.0198,0.0381,0,0.4,1.44,0,0,0.92
0.0198,0.0198,0.0381,0,0,1.24,0.43,0,1.11
0.0198,0.0198,0.0381,0.49,0,0,1.45,0,0.67
0.0198,0.0198,0.0381,0.78,0.88,0,0,0,1.11
-60.2045,53.1426,107.6143,0,0,1.35,0,0,1.11
0.0198,0.0198,0.0381,0.01,1.19,0,0,0,1.06
0.0198,0.0198,0.0381,0,0,0.34,1.28,0,0.94
-60.4822,45.0492,110.9712,0.71,0,0,1.06,0,1
-62.6246,54.5708,113.8705,1.55,0,0,0.35,0,0.75
-65.4414,56.6735,115.1675,1.5,0.61,0,0,0,0.7
0.0198,0.0198,0.0381,0.66,1.01,0,0,0,1.05
-74.2489,47.1122,110.5135,0,0.94,0.44,0,0,1.26
0.0198,0.0198,0.0381,0,0.45,1.41,0,0,0.94
-61.9104,44.3351,109.5216,0,0,1.63,0.44,0,0.75
0.0198,0.0198,0.0381,0,0,0.87,1.05,0,0.89
-63.3387,52.4285,113.1838,0.38,0,0,1.42,0,0.78
-65.0843,56.6735,115.4726,1.32,0,0,0.92,0,0.53
0.0198,0.0198,0.0381,1.1,0.75,0,0,0,1.02
-67.5837,57.0306,114.6334,0,0,0,1.51,0,0.66
0.0198,0.0198,0.0381,0.71,0,0,1.5,0,0.39
0.0198,0.0198,0.0381,1.45,0,0,0.74,0,0.63
0.0198,0.0198,0.0381,1.49,0.19,0,0,0,0.93
-64.7669,44.0177,111.7342,0.79,1.16,0,0,0,0.8
0.0198,0.0198,0.0381,0,0.92,1.27,0,0,0.69
0.0198,0.0198,0.0381,0,0,1.53,0.27,0,0.96
-71.1147,56.3561,114.2519,0,0,0.97,1.22,0,0.62
-71.8288,50.3258,116.3119,0,0,0.09,1.76,0,0.3
0.0198,0.0198,0.0381,0.87,0,0,1.4,0,0.45
-60.1251,49.1752,120.2792,0,0,0,0,0,0
-62.9023,53.698,118.3719,0,0,0,0,0,0
-60.6806,45.4856,122.6444,0.57,1.67,0.17,0.04,0.17,0.13
-59.3317,49.0166,121.6526,0.01,1.63,0.88,0.09,0.14,0.14
-58.2605,53.3013,115.3964,0,0,0,0,0,0
-72.3842,50.4448,115.4726,0,0,0,0,0,0
-62.8626,41.677,113.7179,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-59.649,56.1181,115.9304,0,0,0,0,0,0
-65.2827,55.0469,114.786,0,0,0,0,0,0
-72.7016,50.0877,115.0912,0,0,0,0,0,0
-60.3235,49.7307,113.1075,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-63.4577,44.7715,113.1075,0,0,0,0,0,0
-64.8859,58.8952,114.6334,0,0,0,0,0,0
-63.1006,52.1508,116.083,0,1.14,1.32,0,0,0.45
-72.5826,54.9676,112.4208,0,0,1.35,1.18,0,0.16
-63.7751,54.6105,115.3201,0.45,1.68,0,0,0,0.13
-69.4087,46.8742,112.726,0,0,1.93,0.57,0,0.08
-71.5511,46.5568,112.6497,0.79,1.45,0,0,0,0.5
-63.4577,56.3958,112.1157,0,0,1.16,1.29,0,0.36
-71.9081,56.0388,116.846,0.04,0,0.01,1.88,0.16,0.04
0.0198,0.0198,0.0381,1.14,0,0,1.32,0.34,0.04
-71.2337,46.8742,115.9304,1.86,0.01,0,0.01,0,0.18
-61.7517,44.4541,116.083,0.36,1.75,0.03,0,0,0.14
0.0198,0.0198,0.0381,0,1.58,0.91,0,0,0.17
-63.8544,57.1496,112.0394,0,0.58,1.84,0.01,0,0.4
-72.6619,55.3643,113.7179,0,0,1.9,0.63,0,0.19
-75.1217,50.0877,117.4563,0.01,0,0.92,1.59,0.3,0.05
-58.3398,47.0329,118.0667,0,0,0,0,0,0
-63.6561,55.9197,117.9904,0,0,0,0,0,0
-65.4414,54.8089,117.9904,0,0,0,0,0,0
-69.2897,50.2068,116.846,0,0,0,0,0,0
-70.0435,42.0737,117.4563,0,0,0,0,0,0
-69.2897,55.8404,117.8378,0,0,0,0,0,0
-70.0038,45.6443,115.0912,0,0,0,0,0,0
-67.5044,42.3911,116.0067,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0.01,0,0.05
-59.7681,48.0247,114.8623,0.05,0,0,0.22,0,0.22
0.0198,0.0198,0.0381,0.97,0.58,0,0,0,1.14
-69.25,39.2569,109.1402,0.06,0.98,0.09,0,0,1.24
-71.0353,55.1263,113.7942,0.89,0,0,1.29,0,0.54
-58.8952,43.2639,122.1866,0,0,0,0,0,0
-62.1088,53.9361,122.6444,0,0,0,0,0,0
-64.8859,55.3643,124.0177,0,0,0,0,0,0
-68.8136,51.4366,123.2547,0,0,0,0,0,0
0.0198,0.0198,0.0381,1.82,0.06,0.01,0.23,0.28,0.08
-72.5429,50.2068,122.8733,1.53,0.89,0.04,0,0,0.34
-70.0435,43.8193,120.4318,0.47,1.64,0.09,0.01,0,0.52
-64.7272,43.1449,120.8133,0,1.49,1.05,0.04,0,0.21
-59.4507,48.1041,119.1348,0.04,0,1.77,0.8,0,0.25
-61.1963,52.7062,121.2711,0.09,0.01,0.52,1.75,0.01,0.3
-65.0843,56.2371,125.391,0.8,0.04,0,1.64,0.21,0.06
-71.1147,48.7785,125.0858,1.77,0.6,0.04,0,0,0.23
-69.369,46.0014,121.6526,0.76,1.49,0.09,0.01,0.01,0.54
0.0198,0.0198,0.0381,0,0,0,0,0,0
-58.6572,45.565,116.7697,0,0,0,0,0,0
-57.229,49.8497,115.3964,0,0,0,0,0,0
-64.2908,55.8404,116.3882,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-69.25,54.7295,111.0475,0,0.25,0.54,0,0,0.98
-58.6572,44.8905,117.38,0,0,0,0,0,0
-59.3317,51.1986,116.3882,0,0,0,0,0,0
-63.8941,56.1578,118.2956,0,0,0,0,0,0
-70.6783,54.7295,117.1511,0,0,0,0,0,0
-64.9653,40.6058,116.3119,0,0,0.01,0,0,0.01
0.0198,0.0198,0.0381,0,0,0.01,0.04,0,0.05
-58.9349,48.7388,115.8541,0.09,0,0,0.12,0,0.16
0.0198,0.0198,0.0381,0.49,0,0,0.12,0,0.28
0.0198,0.0198,0.0381,0.89,0.26,0,0,0,0.56
-72.0272,52.5872,112.9549,0.54,0.7,0,0,0,1.07
0.0198,0.0198,0.0381,0,0.78,0.49,0,0,1.23
0.0198,0.0198,0.0381,0,0.32,1.41,0,0,0.91
-62.7832,40.6058,109.6742,0,0,1.35,0.47,0,0.91
-59.649,46.9139,109.2927,0,0,0.41,0.96,0,1.15
0.0198,0.0198,0.0381,0,0.52,1.36,0,0,0.84
0.0198,0.0198,0.0381,0,0,1.35,0.35,0,1.02
0.0198,0.0198,0.0381,0,0,0.44,1.01,0,1.13
0.0198,0.0198,0.0381,0.56,0,0,1.35,0,0.7
0.0198,0.0198,0.0381,1.33,0,0,0.79,0,0.58
0.0198,0.0198,0.0381,1.42,0.1,0,0,0,0.93
-63.4577,43.0259,110.6661,0,1.26,0.43,0,0,0.91
0.0198,0.0198,0.0381,0,0.76,1.2,0,0,0.83
0.0198,0.0198,0.0381,0.75,0.97,0,0,0,1
-69.0517,50.5241,130.808,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-64.7669,40.9232,129.5872,0,0,0,0,0,0
-60.1251,49.0959,128.3665,0,0,0,0,0,0
-60.4425,43.7797,126.3828,0,0,0,0,0,0
-58.6969,48.7388,126.0014,0,0,0,0,0,0
-60.7996,50.8415,127.6799,0,0,0,0,0,0
-59.3713,44.4541,124.3229,0,0,0,0,0,0
-60.4425,52.2698,126.3066,0,0,0,0,0,0
-70.0038,52.5872,125.391,0,0,0,0,0,0
-73.3761,54.2931,115.3964,0.61,0,0,1.41,0,0.52
-68.0598,40.2487,110.5898,1.18,0.19,0,0,0,1.14
0.0198,0.0198,0.0381,0,0.69,1.1,0,0,1.02
-66.3142,53.6187,110.5135,0,0,1.1,0.44,0,1.18
0.0198,0.0198,0.0381,0,0,0.48,1.35,0,0.71
-73.6934,50.0877,114.9386,0.4,0,0,1.55,0,0.45
0.0198,0.0198,0.0381,1.06,0,0,0.89,0,0.8
-65.9571,41.5976,112.2683,1.27,0.17,0,0,0,1.06
