mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6
-59.0143,54.1344,112.0394,0.13,0.05,2.04,0.76,0.32,0.26
-66.0761,43.5813,114.5571,1.81,0.6,0.16,0.04,0.66,0.27
-67.5044,56.9512,115.8541,1,1.33,0.17,0.06,0.92,0.3
0.0198,0.0198,0.0381,0.09,1.71,0.32,0.1,0.93,0.31
0.0198,0.0198,0.0381,0.05,1.57,1.1,0.19,0.67,0.28
0.0198,0.0198,0.0381,0.16,0.08,2.01,0.39,0.76,0.26
0.0198,0.0198,0.0381,1.49,0.31,0.13,0.04,1.2,0.3
-71.0353,45.3666,117.6089,1.41,1.04,0.22,0.08,0.71,0.26
0.0198,0.0198,0.0381,0.1,0.84,1.53,0.16,1.11,0.26
-70.9163,48.3024,128.9769,0.83,1.59,0.41,0.25,0.47,0.23
-58.8952,45.4856,125.3147,0.17,1.07,1.44,0.39,0.98,0.32
-62.1088,44.0574,125.391,0.31,0.45,1.9,0.36,0.87,0.32
-69.1707,54.2931,127.6036,0.48,0.23,1.18,1.49,0.7,0.26
-66.7109,48.3421,129.9687,1.24,0.4,0.22,1.29,0.79,0.35
-69.8451,45.1286,130.045,1.82,0.28,0.4,0.05,0.67,0.34
-68.4169,48.6595,130.1213,1.62,0.92,0.48,0.18,0.62,0.32
-63.18,48.3421,129.8161,0.84,1.51,0.44,0.3,0.74,0.32
-59.649,47.628,129.2058,0.09,1.7,0.53,0.4,0.87,0.32
-63.537,44.4541,127.6036,0.23,1.33,1.38,0.47,0.62,0.3
0.0198,0.0198,0.0381,0.4,0.5,2.08,0.41,0.22,0.25
0.0198,0.0198,0.0381,0.56,0.14,2.02,0.88,0.18,0.22
-65.2827,50.0877,130.4265,0.52,0.3,1.09,1.64,0.41,0.27
-67.068,46.2394,130.1976,0.5,0.43,0.1,1.85,0.63,0.38
-64.8463,48.3024,124.5518,0,0,0,0,0,0
-60.6409,43.7003,124.5518,0,0,0,0,0,0
-65.1637,54.9279,125.6199,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-68.0201,46.8742,123.8651,0,0,0,0,0,0
-60.9186,44.6921,122.5681,0,0,0,0,0,0
-65.8381,49.6513,122.797,0,0,0,0,0,0
-66.8696,57.3877,123.331,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-59.4903,48.2231,121.0422,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0.66,0.14,0.01,1.27,1.37,0.17
0.0198,0.0198,0.0381,1.24,0.21,0.05,0.62,1.4,0.18
-65.4414,49.2149,117.9904,1.6,0.4,0.16,0.03,0.98,0.18
-60.8789,54.8486,117.6852,0.05,1.4,1.15,0.22,0.93,0.22
0.0198,0.0198,0.0381,0.12,0.71,1.82,0.3,0.87,0.22
-70.0435,48.8975,117.1511,0.21,0.06,1.9,0.48,0.93,0.18
-69.6864,50.6432,119.8978,0.38,0.14,0.52,1.55,1.18,0.22
-62.6642,44.6921,119.3637,0.96,0.26,0.05,1.54,0.92,0.27
-66.8696,43.6606,119.6689,1.59,0.35,0.14,0.74,0.91,0.3
-67.5837,54.5708,121.6526,1.45,0.63,0.23,0.03,1.22,0.32
0.0198,0.0198,0.0381,0.93,1.19,0.35,0.08,1.31,0.36
0.0198,0.0198,0.0381,0.14,1.66,0.47,0.21,1.02,0.36
-71.4717,47.4693,120.8133,0.05,1.64,1.09,0.4,0.65,0.3
-73.2174,52.0714,119.5926,0.16,0.97,1.79,0.56,0.67,0.28
0.0198,0.0198,0.0381,0.34,0.01,1.94,0.7,0.87,0.39
0.0198,0.0198,0.0381,0.48,0.1,1.24,1.36,0.98,0.48
-67.9408,46.4775,121.3474,0.5,0.25,0.38,1.66,1.07,0.47
0.0198,0.0198,0.0381,0.8,0.39,0.04,1.38,1.28,0.45
-65.5207,57.3877,124.094,1.28,0.44,0.16,0.76,1.35,0.48
0.0198,0.0198,0.0381,1.59,0.48,0.36,0.04,1.01,0.49
-71.8288,47.5486,123.9414,1.26,1.2,0.45,0.18,0.62,0.43
0.0198,0.0198,0.0381,0.34,1.76,0.31,0.32,0.54,0.39
0.0198,0.0198,0.0381,0.1,1.48,0.98,0.31,0.91,0.4
-59.4903,44.0177,121.3474,0.19,0.72,1.67,0.22,1,0.39
-70.1228,55.6817,123.2547,0.27,0.09,1.59,1.05,0.71,0.26
0.0198,0.0198,0.0381,0.22,0.16,0.63,1.64,0.84,0.23
-66.949,47.9057,125.6199,0.71,0.17,0.06,1.55,0.93,0.23
-69.7261,46.8742,126.0777,1.57,0.14,0.16,0.71,0.78,0.22
-64.1718,50.4051,125.8488,1.1,1.16,0.17,0.09,0.83,0.18
-59.5697,46.4775,125.9251,0.14,1.59,0.16,0.13,0.97,0.17
-63.7751,46.8742,125.3147,0.06,1.58,0.94,0.17,0.66,0.14
-70.1228,51.8334,125.0095,0.12,0.85,1.85,0.18,0.21,0.12
-66.2745,50.7622,124.7807,0.18,0.08,1.44,1.26,0.53,0.12
-68.7343,45.803,127.8325,0.16,0.13,0.01,1.76,0.79,0.13
-71.5511,46.4775,127.9088,0.94,0.17,0.06,1.49,0.75,0.13
0.0198,0.0198,0.0381,0,0,0,0,0,0
-65.1637,47.7867,113.7179,0.47,0.19,0.05,0.7,0.19,1.84
-66.8696,42.8275,113.4127,0.32,0.23,0.09,0.54,0.18,1.92
-61.6327,51.3176,113.6416,0.71,0.34,0.27,0.06,0.18,1.86
-58.7762,52.3888,113.0312,0.41,0.56,0.25,0.14,0.18,1.88
0.0198,0.0198,0.0381,1.15,0.65,0,0,0,1.26
0.0198,0.0198,0.0381,0,1.51,0.44,0,0,0.79
-71.2337,50.5241,110.6661,0,0,1.58,0.34,0,1.04
-70.837,55.404,113.489,0,0,1.09,1.11,0,0.84
0.0198,0.0198,0.0381,0,0,0,1.6,0,0.71
0.0198,0.0198,0.0381,0.54,0,0,1.54,0,0.76
0.0198,0.0198,0.0381,1.42,0,0,0.82,0,0.79
0.0198,0.0198,0.0381,1.81,0.25,0,0,0,0.63
0.0198,0.0198,0.0381,1.28,1.1,0,0,0,0.54
0.0198,0.0198,0.0381,0.36,1.5,0,0,0,0.87
0.0198,0.0198,0.0381,0,0.54,1.57,0,0,0.94
-61.7517,42.7878,112.0394,0,0,1.9,0.56,0,0.54
0.0198,0.0198,0.0381,0,0,0.13,1.81,0,0.44
0.0198,0.0198,0.0381,1.06,0,0,1.45,0,0.39
0.0198,0.0198,0.0381,1.75,0,0,0.6,0,0.5
-72.6619,47.747,115.7015,1.75,0.36,0,0,0,0.84
-72.6619,50.5241,115.0912,1.05,1.16,0,0,0,0.83
0.0198,0.0198,0.0381,0,1.76,0.1,0,0,0.52
0.0198,0.0198,0.0381,0,1.4,1.18,0,0,0.32
-65.6397,49.453,111.7342,0,0.44,1.92,0,0,0.53
0.0198,0.0198,0.0381,0,0,1.67,0.71,0,0.71
0.0198,0.0198,0.0381,0,0,0.85,1.59,0,0.45
0.0198,0.0198,0.0381,0.17,0,0,1.93,0,0.23
-72.6619,45.2476,117.6852,1.22,0,0,1.4,0,0.27
0.0198,0.0198,0.0381,1.9,0.01,0,0.38,0,0.28
0.0198,0.0198,0.0381,1.73,0.8,0,0,0,0.19
0.0198,0.0198,0.0381,0.84,1.62,0.01,0,0,0.35
0.0198,0.0198,0.0381,0.01,1.71,0.28,0,0,0.69
0.0198,0.0198,0.0381,0,1.06,1.36,0.01,0,0.78
0.0198,0.0198,0.0381,0,0.16,2.12,0.03,0,0.28
0.0198,0.0198,0.0381,0,0,1.88,0.91,0.08,0.06
0.0198,0.0198,0.0381,0.03,0,0.79,1.8,0,0.22
0.0198,0.0198,0.0381,0.53,0,0,1.88,0,0.27
-61.7914,52.9839,116.4645,1.54,0.03,0,1.1,0,0.25
-57.8241,50.4051,106.2409,0.91,0.84,0.08,0.09,0.3,1.57
-64.9653,47.5486,105.5543,0.35,0.89,0.09,0.05,0.28,1.77
-76.3119,51.4366,106.6987,0.06,0.4,0.41,0.03,0.27,1.97
-70.9957,50.7622,104.2573,0.04,0.25,0.75,0.05,0.28,1.89
-61.7517,44.6921,105.3254,0.06,0.09,1.1,0.43,0.31,1.63
-65.6397,40.4868,104.0284,0.08,0.08,0.75,1,0.31,1.55
-67.425,51.8334,107.2328,0.4,0.06,0.14,1.16,0.31,1.53
-61.7517,56.3958,110.8186,1.07,0.05,0.13,0.92,0.32,1.41
-67.8218,48.6198,109.7505,1.26,0.09,0.09,0.44,0.34,1.51
-75.2407,47.9057,109.1402,1.11,0.26,0.06,0.06,0.32,1.68
-68.8533,50.0084,105.6306,0.79,0.87,0.09,0.05,0.32,1.68
-62.1088,44.0177,107.8431,0.08,0.88,1.02,0.06,0.34,1.51
-69.25,53.2616,105.4017,0.04,0.13,1.07,0.23,0.31,1.73
-67.425,55.0469,105.1728,0.03,0.1,0.83,0.89,0.31,1.63
-57.5067,50.7622,105.6306,1.59,0.27,0.09,0.13,0.34,1.2
-64.2908,47.9057,109.9794,1.22,0.93,0.08,0.09,0.34,1.32
-74.5663,53.6187,105.3254,0.67,1.07,0.12,0.04,0.31,1.58
-71.7098,52.5872,104.6387,0.08,1.13,0.45,0.04,0.3,1.62
-63.6164,42.5895,107.1565,0.08,0.78,1.44,0.06,0.31,1.26
-60.0061,53.3013,116.846,1.07,0,0,1.37,0,0.53
0.0198,0.0198,0.0381,1.77,0,0,0.6,0,0.41
-72.6619,52.6268,116.6934,1.1,1.24,0,0,0,0.65
0.0198,0.0198,0.0381,0,1.77,0.12,0,0,0.45
-63.537,43.1449,114.1756,0,1.33,1.27,0,0,0.3
0.0198,0.0198,0.0381,0,0.45,1.94,0,0,0.47
0.0198,0.0198,0.0381,0,0,1.72,0.65,0,0.74
0.0198,0.0198,0.0381,0,0,0.92,1.54,0,0.47
0.0198,0.0198,0.0381,0.13,0,0,1.95,0.05,0.1
0.0198,0.0198,0.0381,1.19,0,0,1.44,0.18,0.03
0.0198,0.0198,0.0381,1.9,0.01,0,0.36,0,0.23
-60.0061,45.2476,117.0748,1.76,0.76,0,0,0,0.36
0.0198,0.0198,0.0381,0.91,1.58,0.01,0,0,0.35
0.0198,0.0198,0.0381,0.01,1.8,0.19,0,0,0.48
0.0198,0.0198,0.0381,0,1.23,1.28,0,0,0.63
0.0198,0.0198,0.0381,0,0,2.11,0.04,0,0.28
0.0198,0.0198,0.0381,0,0,1.92,0.85,0.12,0.05
-70.5989,48.7785,116.6171,0.03,0,0.93,1.73,0.16,0.06
-60.7599,51.2779,117.3037,0.36,0,0,1.93,0,0.31
0.0198,0.0198,0.0381,1.42,0.03,0,1.24,0,0.35
0.0198,0.0198,0.0381,1.99,0.04,0,0.01,0.1,0.1
-71.6701,59.0143,119.3637,1.7,0.89,0.01,0.01,0.16,0.12
0.0198,0.0198,0.0381,0.78,1.71,0.04,0.01,0,0.31
0.0198,0.0198,0.0381,0.01,1.84,0.48,0.03,0,0.28
0.0198,0.0198,0.0381,0.01,1.16,1.63,0.05,0,0.13
0.0198,0.0198,0.0381,0.03,0.18,2.19,0.08,0,0.26
-59.6887,52.3095,115.3964,0.05,0.01,1.75,1.02,0,0.38
-64.2908,53.0632,116.6934,0.08,0.01,0.74,1.88,0.16,0.16
0.0198,0.0198,0.0381,0.56,0.03,0.01,1.85,0.53,0.14
0.0198,0.0198,0.0381,1.53,0.05,0.01,1.15,0.54,0.16
0.0198,0.0198,0.0381,2.02,0.09,0.04,0.13,0.09,0.18
0.0198,0.0198,0.0381,1.6,1.06,0.08,0.03,0,0.31
0.0198,0.0198,0.0381,0.62,1.79,0.1,0.04,0.09,0.19
0.0198,0.0198,0.0381,0.05,1.79,0.79,0.06,0.09,0.21
-63.6164,53.0632,114.7097,0.05,0.98,1.81,0.09,0.04,0.22
0.0198,0.0198,0.0381,0.06,0.08,2.23,0.17,0.06,0.19
0.0198,0.0198,0.0381,0.09,0.01,1.76,1.09,0.39,0.18
0.0198,0.0198,0.0381,0.12,0.04,0.65,1.89,0.39,0.19
0.0198,0.0198,0.0381,0.71,0.08,0.04,1.88,0.17,0.22
-65.0446,45.3269,118.2193,1.67,0.09,0.05,1,0.27,0.21
0.0198,0.0198,0.0381,1.88,0.27,0.05,0.04,0.67,0.21
0.0198,0.0198,0.0381,1.31,1.22,0.08,0.05,0.61,0.21
0.0198,0.0198,0.0381,0.23,0.05,0.48,1.92,0.56,0.26
-68.1392,43.3829,127.3747,0,0,0,0,0,0
-66.7109,50.4448,127.8325,0,0,0,0,0,0
-68.7343,41.9547,125.8488,0,0,0,0,0,0
-66.6316,45.803,125.0858,0,0,0,0,0,0
-59.2523,46.1997,124.6281,0,0,0,0,0,0
-66.949,44.7715,123.4836,0,0,0,0,0,0
-71.1543,53.1823,122.9496,0,0,0,0,0,0
-70.4799,53.9361,123.8651,0,0,0,0,0,0
-70.3609,45.3666,117.9141,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-63.6561,49.8894,116.083,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-71.3527,52.3888,116.0067,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-67.7028,44.7715,123.6362,0.05,1.62,1.06,0.26,0.49,0.19
-60.6409,49.7307,124.8569,0.27,0.19,0.01,1.9,0.43,0.22
-64.1718,51.754,119.6689,0,0,0,0,0,0
-64.1718,58.5382,120.5844,0,0,0,0,0,0
-65.2033,52.8252,119.8215,0,0,0,0,0,0
-61.355,52.5078,127.0695,1.36,0.34,0.12,0.71,1.16,0.35
-60.9979,52.1904,125.7725,1.38,0.57,0.23,0.04,1.22,0.39
-66.6316,51.4366,125.1621,0.97,1.32,0.32,0.14,0.83,0.4
-72.6619,52.5078,125.9251,0.12,1.81,0.28,0.3,0.34,0.34
-65.9571,44.0574,125.0095,0.17,0.74,1.73,0.3,0.88,0.32
-64.5289,42.6688,124.7044,0.22,0.05,1.7,0.71,1.11,0.34
-65.6001,45.1286,125.7725,0.28,0.12,1.16,1.31,0.93,0.31
-63.8544,52.5872,127.1458,0.3,0.21,0.01,1.76,0.78,0.26
-63.1006,53.9361,128.9006,0.85,0.28,0.06,1.51,0.92,0.26
0.0198,0.0198,0.0381,1.48,0.27,0.17,0.61,1.05,0.3
-71.9875,48.6595,129.0532,1.05,1.4,0.31,0.18,0.48,0.28
0.0198,0.0198,0.0381,0.04,1.77,0.28,0.25,0.53,0.26
-62.4262,43.7797,126.8406,0.09,1.41,1.07,0.28,0.92,0.27
-62.4262,42.3514,126.9169,0.17,0.66,1.76,0.28,0.92,0.28
-63.18,47.985,126.3066,0.28,0.05,1.98,0.82,0.52,0.26
0.0198,0.0198,0.0381,0.35,0.14,1.31,1.46,0.38,0.22
-64.2115,53.6187,129.3584,0.3,0.21,0.01,1.85,0.6,0.23
-68.4169,52.1904,130.5028,1.01,0.25,0.09,1.42,0.92,0.28
-71.6701,50.4448,130.8843,1.63,0.22,0.18,0.48,0.87,0.31
-68.4962,49.0166,131.2657,1.68,0.79,0.26,0.09,0.63,0.28
-61.4343,43.3829,129.6635,0.04,1.75,0.3,0.22,0.65,0.23
-64.6082,49.7704,127.0695,0.21,0.58,2.02,0.31,0.26,0.23
0.0198,0.0198,0.0381,0.35,0.09,0,1.72,0.85,0.12
0.0198,0.0198,0.0381,0.23,0.52,2.07,0.48,0.34,0.28
-66.7109,47.0329,116.9986,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-73.6934,52.9839,118.3719,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-64.6082,42.4704,116.6171,0,0,0.01,0,0,0.01
-65.2827,50.8812,111.429,0,0,0.31,1.09,0,0.94
-65.2827,53.3806,112.8786,1.32,0,0,0.75,0,0.91
-73.3364,49.1752,112.5734,1.48,0,0,0.09,0,1.04
-73.019,48.4215,111.5053,1.13,0.66,0,0,0,1.22
0.0198,0.0198,0.0381,0,1.26,0.82,0,0,0.87
0.0198,0.0198,0.0381,0,0.49,1.41,0,0,1.06
-67.7028,56.1578,111.0475,0,0,0.65,1.24,0,0.98
0.0198,0.0198,0.0381,0,0.01,1.75,0.13,0,0.83
-62.6246,42.4704,118.4482,0.26,0.03,1.11,0.4,0.17,1.55
-65.0843,50.9606,117.3037,0.87,0.26,0.09,0.79,0.17,1.59
0.0198,0.0198,0.0381,1.19,0,0,0.79,0,0.98
0.0198,0.0198,0.0381,1.59,0.09,0,0,0,0.92
0.0198,0.0198,0.0381,1.28,0.74,0,0,0,1.01
0.0198,0.0198,0.0381,0.6,0.98,0,0,0,1.28
0.0198,0.0198,0.0381,0,1.07,0.47,0,0,1.26
0.0198,0.0198,0.0381,0,0.6,1.5,0,0,0.88
0.0198,0.0198,0.0381,0,0,1.72,0.4,0,0.78
0.0198,0.0198,0.0381,0,0,0.93,1.06,0,0.97
0.0198,0.0198,0.0381,0.19,0,0,1.45,0,0.94
0.0198,0.0198,0.0381,0.96,0,0,1.26,0,0.71
0.0198,0.0198,0.0381,0.76,1.24,0,0,0,0.89
0.0198,0.0198,0.0381,0,1.57,0.26,0,0,0.71
0.0198,0.0198,0.0381,0,1,1.16,0,0,0.87
0.0198,0.0198,0.0381,0,0.21,1.49,0,0,1.13
0.0198,0.0198,0.0381,0,0,1.27,0.84,0,0.92
0.0198,0.0198,0.0381,0,0,0.54,1.68,0,0.41
0.0198,0.0198,0.0381,0.5,0,0,1.75,0,0.31
0.0198,0.0198,0.0381,1.4,0,0,0.93,0,0.66
0.0198,0.0198,0.0381,1.72,0.18,0,0,0,0.82
-62.1088,49.0959,113.489,1.23,1.06,0,0,0,0.65
-68.4169,55.1263,113.8705,0.41,1.58,0,0,0,0.72
0.0198,0.0198,0.0381,0,1.33,0.71,0,0,0.93
0.0198,0.0198,0.0381,0,0.49,1.73,0,0,0.7
0.0198,0.0198,0.0381,0,0,1.94,0.57,0,0.3
0.0198,0.0198,0.0381,0,0,1.09,1.42,0,0.31
0.0198,0.0198,0.0381,0.17,0,0,1.73,0,0.58
-61.7517,51.5953,114.7097,1.19,0,0,1.24,0,0.57
0.0198,0.0198,0.0381,1.86,0,0,0.35,0,0.27
0.0198,0.0198,0.0381,1.72,0.72,0,0,0,0.38
0.0198,0.0198,0.0381,0.85,1.46,0,0,0,0.58
-67.068,44.2161,113.3364,0,1.68,0.44,0,0,0.54
0.0198,0.0198,0.0381,0,1,1.55,0,0,0.43
0.0198,0.0198,0.0381,0,0,1.45,1.02,0,0.6
0.0198,0.0198,0.0381,0.01,0,0.36,1.86,0,0.22
0.0198,0.0198,0.0381,0,0,0,0,0,0
-63.2197,46.9932,130.7317,0,0,0,0,0,0
-62.5452,50.8812,130.6554,0,0,0,0,0,0
-62.1881,51.5953,131.2657,0,0,0,0,0,0
-63.8941,48.7388,131.1894,0,0,0,0,0,0
0.0198,0.0198,0.0381,1.19,1,0,0,0,0.74
-60.0061,48.7785,114.023,0.32,0,0,1.58,0,0.76
0.0198,0.0198,0.0381,1.27,0,0,1.14,0,0.53
0.0198,0.0198,0.0381,1.62,0.75,0,0,0,0.61
0.0198,0.0198,0.0381,0.61,1.48,0,0,0,0.75
0.0198,0.0198,0.0381,0,1.53,0.63,0,0,0.66
0.0198,0.0198,0.0381,0,0.83,1.57,0,0,0.62
0.0198,0.0198,0.0381,0,0,1.82,0.22,0,0.75
0.0198,0.0198,0.0381,0,0,1.24,1.15,0,0.61
0.0198,0.0198,0.0381,0,0,0.18,1.88,0,0.21
-73.019,54.4121,118.5245,0.84,0,0,1.66,0,0.04
0.0198,0.0198,0.0381,1.7,0,0,0.71,0,0.41
0.0198,0.0198,0.0381,1.72,0.49,0,0,0,0.75
-64.9653,46.3188,115.7778,1,1.37,0,0,0,0.54
0.0198,0.0198,0.0381,0,1.79,0.1,0,0,0.4
0.0198,0.0198,0.0381,0,1.27,1.2,0,0,0.54
0.0198,0.0198,0.0381,0,0.01,1.95,0.01,0,0.52
0.0198,0.0198,0.0381,0.01,0,0.8,1.73,0,0.17
0.0198,0.0198,0.0381,0.43,0,0,1.82,0,0.36
0.0198,0.0198,0.0381,1.48,0,0,1.05,0,0.45
0.0198,0.0198,0.0381,1.95,0.03,0,0,0,0.09
-65.3223,57.586,118.3719,1.45,1.1,0,0,0.06,0.05
0.0198,0.0198,0.0381,0.5,1.76,0.03,0,0,0.39
0.0198,0.0198,0.0381,0,1.58,0.87,0.01,0,0.56
0.0198,0.0198,0.0381,0,0.71,1.88,0.04,0,0.36
0.0198,0.0198,0.0381,0,0,2.1,0.62,0,0.21
0.0198,0.0198,0.0381,0.03,0,1.27,1.42,0,0.27
0.0198,0.0198,0.0381,0.06,0,0.04,1.97,0,0.21
0.0198,0.0198,0.0381,1.15,0.01,0,1.57,0.32,0.09
0.0198,0.0198,0.0381,1.86,0.04,0,0.5,0.27,0.12
0.0198,0.0198,0.0381,1.82,0.71,0.03,0.01,0,0.34
0.0198,0.0198,0.0381,0.92,1.55,0.05,0.03,0,0.52
0.0198,0.0198,0.0381,0.03,1.84,0.39,0.03,0,0.25
0.0198,0.0198,0.0381,0.03,1.16,1.58,0.04,0,0.13
0.0198,0.0198,0.0381,0,0,0,0,0,0
-64.6479,51.5953,128.9006,0,0,0,0,0,0
-66.7506,46.9932,128.4428,0,0,0,0,0,0
-61.117,47.3106,127.2221,0,0,0,0,0,0
-60.3632,43.3829,126.4591,0,0,0,0,0,0
-62.4659,45.565,127.3747,0,0,0,0,0,0
-64.6082,52.5872,126.9169,0,0,0,0,0,0
-64.2115,51.1986,126.5354,0,0,0,0,0,0
-64.6082,47.985,125.3147,0,0,0,0,0,0
-60.3632,44.1367,125.9251,0,0,0,0,0,0
-61.4343,44.8112,125.4673,0,0,0,0,0,0
-64.8859,49.7704,124.0177,0,0,0,0,0,0
-65.6397,54.6899,126.0014,0,0,0,0,0,0
-65.1637,49.6513,120.3555,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-66.8696,49.2943,118.3719,0,0,0,0,0,0
-66.5919,43.2639,118.0667,0,0,0,0,0,0
-64.7669,50.7225,117.7615,0,0,0,0,0,0
-71.1147,52.0714,118.3719,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,1.89,0.8,0.03,0.09
0.0198,0.0198,0.0381,0.03,0,0.79,1.76,0,0.17
0.0198,0.0198,0.0381,1.53,0.01,0,1.05,0.19,0.06
-71.6701,47.4296,119.2874,1.95,0.08,0,0.01,0,0.09
0.0198,0.0198,0.0381,1.48,1.06,0.01,0.01,0,0.34
0.0198,0.0198,0.0381,0.39,1.8,0.04,0.01,0,0.19
-61.117,45.3269,116.4645,0,1.6,1,0.01,0.1,0.08
0.0198,0.0198,0.0381,0.01,0.69,1.95,0.04,0,0.16
-66.7506,56.9116,116.2356,0.03,0,2.03,0.66,0,0.25
0.0198,0.0198,0.0381,0.05,0.01,1.14,1.55,0,0.19
0.0198,0.0198,0.0381,0.17,0.01,0.04,1.94,0.28,0.09
0.0198,0.0198,0.0381,1.18,0.03,0.01,1.44,0.35,0.09
0.0198,0.0198,0.0381,0.03,0.98,1.7,0.06,0,0.35
0.0198,0.0198,0.0381,1.77,0.09,0.03,0.74,0.34,0.14
-70.6783,55.5627,120.4318,1.13,1.42,0.08,0.04,0.23,0.19
-68.3772,53.579,123.331,0.27,0.12,0.61,1.7,0.74,0.18
-68.0201,57.1099,125.4673,0.7,0.19,0.03,1.54,0.97,0.19
-64.1718,50.0084,123.331,0.03,1.76,0.27,0.18,0.54,0.22
-59.5697,48.9769,122.034,0.06,1.36,1.24,0.26,0.66,0.23
-66.4332,48.1834,115.3964,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-64.0528,48.5405,113.9467,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-69.6071,49.6117,114.7097,0,0,0,0,0,0
-71.0353,45.3666,115.3201,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-62.2278,50.6432,113.9467,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-67.8218,49.5323,114.023,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,1.7,0.05,0.01,0.85,0.19,0.13
0.0198,0.0198,0.0381,1.19,1.35,0.05,0.01,0.16,0.12
0.0198,0.0198,0.0381,0.08,1.85,0.08,0.03,0.18,0.13
-69.9245,50.9606,117.5326,0.03,0.48,2.07,0.09,0.01,0.16
0.0198,0.0198,0.0381,1.37,0.06,0.03,1.26,0.25,0.13
0.0198,0.0198,0.0381,1.85,0.09,0.04,0.04,0.56,0.13
0.0198,0.0198,0.0381,0.06,0.01,2.12,0.28,0.25,0.13
-61.8708,45.0095,118.6007,0.09,0.03,1.45,1.31,0.28,0.13
0.0198,0.0198,0.0381,0.12,0.05,0.01,1.89,0.39,0.13
0.0198,0.0198,0.0381,0.87,0.06,0.01,1.57,0.67,0.12
0.0198,0.0198,0.0381,1.59,0.09,0.03,0.66,0.79,0.12
0.0198,0.0198,0.0381,1.79,0.58,0.08,0.03,0.5,0.13
0.0198,0.0198,0.0381,1.07,1.44,0.12,0.05,0.13,0.13
-70.0038,48.8579,121.1185,0.01,1.84,0.19,0.08,0.16,0.12
-61.9104,49.2149,119.8978,0.03,1.29,1.36,0.09,0.43,0.12
0.0198,0.0198,0.0381,0.06,0.18,2.08,0.1,0.38,0.12
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-59.3713,51.2779,114.2519,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
0.0198,0.0198,0.0381,0.03,0.01,1.8,0.94,0.31,0.12
-62.5452,46.3584,113.8705,0.05,0.01,0.76,1.8,0.3,0.13
0.0198,0.0198,0.0381,1.31,1.2,0.04,0.03,0.36,0.14
0.0198,0.0198,0.0381,0.08,0.03,1.26,1.48,0.41,0.13
-60.2045,51.7144,115.7015,1.46,0.87,0.08,0.03,0.66,0.13
-64.0528,53.817,117.0748,0.56,1.66,0.08,0.05,0.56,0.13
-70.7179,57.348,115.7778,0.04,1.72,0.76,0.08,0.1,0.13
0.0198,0.0198,0.0381,0.06,0.93,1.76,0.09,0.1,0.13
-68.6152,46.7948,113.9467,0.06,0.01,2.04,0.26,0.5,0.12
0.0198,0.0198,0.0381,0.08,0.05,0.27,1.79,0.62,0.13
0.0198,0.0198,0.0381,0.75,0.06,0.03,1.63,0.58,0.12
0.0198,0.0198,0.0381,1.49,0.06,0.04,0.7,0.82,0.12
0.0198,0.0198,0.0381,1.62,0.61,0.05,0.04,0.74,0.13
0.0198,0.0198,0.0381,0.06,1.8,0.16,0.06,0.44,0.13
-63.7354,43.2639,116.4645,0.03,1.32,1.14,0.06,0.79,0.12
-63.3387,46.4378,115.9304,0.05,0.5,1.89,0.08,0.71,0.13
0.0198,0.0198,0.0381,0.08,0.03,1.92,0.7,0.39,0.13
